Date,Year,Study,Time,Temp,Soil moisture,Precipitation,RH%,Soil temp
11-06,2021,Fall 2022,06:00,-1.06,0.199,0.00,89.50,4.06
11-06,2021,Fall 2022,07:00,-0.50,0.199,0.00,84.40,3.91
11-06,2021,Fall 2022,08:00,-0.94,0.198,0.00,85.60,3.78
11-06,2021,Fall 2022,09:00,-0.28,0.198,0.00,81.70,3.64
11-06,2021,Fall 2022,10:00,1.58,0.199,0.00,74.98,3.58
11-06,2021,Fall 2022,11:00,3.66,0.200,0.00,68.79,3.70
11-06,2021,Fall 2022,12:00,6.34,0.200,0.00,59.57,4.15
11-06,2021,Fall 2022,13:00,8.74,0.200,0.00,51.33,5.10
11-06,2021,Fall 2022,14:00,10.29,0.200,0.00,44.33,6.21
11-06,2021,Fall 2022,15:00,11.31,0.200,0.00,41.84,7.24
10-14,2020,Fall 2022,14:00,13.33,0.194,0.00,51.90,11.27
10-14,2020,Fall 2022,15:00,14.11,0.194,0.00,46.19,11.54
10-14,2020,Fall 2022,16:00,14.78,0.193,0.00,45.66,11.80
10-14,2020,Fall 2022,17:00,14.70,0.193,0.00,49.12,11.97
10-14,2020,Fall 2022,18:00,14.65,0.192,0.00,52.79,12.00
10-14,2020,Fall 2022,19:00,14.67,0.192,0.00,55.22,11.94
10-14,2020,Fall 2022,20:00,15.29,0.192,0.00,54.20,11.79
10-14,2020,Fall 2022,21:00,15.84,0.191,0.00,54.51,11.71
10-14,2020,Fall 2022,22:00,16.35,0.191,0.00,54.76,11.69
10-14,2020,Fall 2022,23:00,18.52,0.191,0.00,46.03,11.70
10-14,2020,Fall 2022,24:00,19.17,0.191,0.00,41.42,11.74
10-15,2020,Fall 2022,01:00,19.15,0.191,0.00,42.36,11.83
10-15,2020,Fall 2022,02:00,16.05,0.191,0.00,58.89,11.94
10-15,2020,Fall 2022,03:00,14.70,0.191,0.00,66.22,11.98
10-15,2020,Fall 2022,04:00,15.03,0.191,0.00,64.65,11.96
10-15,2020,Fall 2022,05:00,15.45,0.191,0.00,58.68,11.94
10-15,2020,Fall 2022,06:00,15.28,0.190,0.00,55.35,11.89
10-15,2020,Fall 2022,07:00,15.05,0.190,0.00,53.81,11.83
10-15,2020,Fall 2022,08:00,14.02,0.190,0.00,56.17,11.74
10-15,2020,Fall 2022,09:00,11.93,0.189,0.00,63.82,11.61
10-15,2020,Fall 2022,10:00,10.92,0.189,0.00,64.36,11.42
10-15,2020,Fall 2022,11:00,10.53,0.189,0.00,64.71,11.26
10-15,2020,Fall 2022,12:00,10.17,0.188,0.00,62.86,11.16
10-15,2020,Fall 2022,13:00,9.68,0.188,0.00,64.68,11.10
10-15,2020,Fall 2022,14:00,9.38,0.188,0.00,65.06,11.02
10-15,2020,Fall 2022,15:00,9.22,0.187,0.00,63.00,10.97
10-15,2020,Fall 2022,16:00,9.06,0.187,0.00,64.00,10.93
10-15,2020,Fall 2022,17:00,9.08,0.187,0.00,63.17,10.86
10-15,2020,Fall 2022,18:00,9.06,0.187,0.00,65.45,10.78
10-15,2020,Fall 2022,19:00,8.77,0.186,0.00,69.18,10.70
10-15,2020,Fall 2022,20:00,7.74,0.186,0.00,71.63,10.53
10-15,2020,Fall 2022,21:00,6.17,0.185,0.00,79.62,10.16
10-15,2020,Fall 2022,22:00,7.28,0.185,0.00,64.22,9.82
10-15,2020,Fall 2022,23:00,5.74,0.184,0.00,62.84,9.44
10-15,2020,Fall 2022,24:00,4.41,0.183,0.00,66.94,8.96
10-16,2020,Fall 2022,01:00,2.78,0.183,0.00,73.53,8.50
10-16,2020,Fall 2022,02:00,-0.24,0.182,0.00,93.60,8.04
10-16,2020,Fall 2022,03:00,-1.07,0.182,0.00,96.70,7.59
10-16,2020,Fall 2022,04:00,-1.69,0.182,0.00,97.60,7.16
10-16,2020,Fall 2022,05:00,-1.62,0.181,0.00,98.10,6.75
10-16,2020,Fall 2022,06:00,-1.83,0.181,0.00,96.80,6.37
10-16,2020,Fall 2022,07:00,-1.74,0.180,0.00,97.50,6.02
10-16,2020,Fall 2022,08:00,-0.36,0.180,0.00,93.10,5.73
10-16,2020,Fall 2022,09:00,1.68,0.181,0.00,86.40,5.50
10-16,2020,Fall 2022,10:00,4.31,0.182,0.00,74.21,5.60
10-16,2020,Fall 2022,11:00,7.29,0.183,0.00,59.60,6.36
10-16,2020,Fall 2022,12:00,9.57,0.184,0.00,49.36,7.63
10-16,2020,Fall 2022,13:00,10.57,0.184,0.00,43.87,9.08
10-16,2020,Fall 2022,14:00,11.29,0.184,0.00,36.53,10.21
10-16,2020,Fall 2022,15:00,11.49,0.184,0.00,33.35,11.05
10-16,2020,Fall 2022,16:00,10.12,0.183,0.00,45.01,11.36
10-16,2020,Fall 2022,17:00,9.76,0.183,0.00,46.25,11.39
10-16,2020,Fall 2022,18:00,9.10,0.182,0.00,50.88,11.26
10-16,2020,Fall 2022,19:00,7.37,0.182,0.00,65.03,10.92
10-16,2020,Fall 2022,20:00,6.95,0.181,0.00,67.90,10.51
10-16,2020,Fall 2022,21:00,4.32,0.180,0.00,76.08,10.05
10-16,2020,Fall 2022,22:00,3.30,0.180,0.00,85.50,9.46
10-16,2020,Fall 2022,23:00,5.48,0.180,0.00,75.54,9.07
10-16,2020,Fall 2022,24:00,4.78,0.180,0.00,87.90,8.85
10-17,2020,Fall 2022,01:00,4.07,0.180,0.00,84.20,8.68
10-17,2020,Fall 2022,02:00,2.25,0.179,0.00,91.20,8.32
10-17,2020,Fall 2022,03:00,4.54,0.179,0.00,78.40,7.96
10-17,2020,Fall 2022,04:00,4.72,0.179,0.00,79.89,7.85
10-17,2020,Fall 2022,05:00,2.46,0.178,0.00,90.60,7.71
10-17,2020,Fall 2022,06:00,0.77,0.178,0.00,96.80,7.33
10-17,2020,Fall 2022,07:00,0.53,0.178,0.00,98.10,6.90
10-17,2020,Fall 2022,08:00,0.90,0.178,0.00,98.10,6.50
10-17,2020,Fall 2022,09:00,1.71,0.178,0.00,96.70,6.19
10-17,2020,Fall 2022,10:00,4.11,0.179,0.00,86.40,6.21
10-17,2020,Fall 2022,11:00,7.00,0.180,0.00,66.19,6.86
10-17,2020,Fall 2022,12:00,7.37,0.179,0.00,57.83,7.84
10-17,2020,Fall 2022,13:00,8.50,0.180,0.00,50.79,8.21
10-17,2020,Fall 2022,14:00,9.32,0.180,0.00,44.71,8.82
10-17,2020,Fall 2022,15:00,9.85,0.180,0.00,43.47,9.22
10-17,2020,Fall 2022,16:00,10.51,0.180,0.00,38.98,9.48
10-17,2020,Fall 2022,17:00,10.47,0.179,0.00,39.74,9.50
10-17,2020,Fall 2022,18:00,10.59,0.179,0.00,36.48,9.37
10-17,2020,Fall 2022,19:00,10.90,0.179,0.00,35.92,9.23
10-17,2020,Fall 2022,20:00,11.61,0.178,0.00,36.27,9.12
10-17,2020,Fall 2022,21:00,12.20,0.178,0.00,36.43,9.08
10-17,2020,Fall 2022,22:00,12.01,0.178,0.00,40.12,9.10
10-17,2020,Fall 2022,23:00,11.62,0.178,0.00,42.96,9.08
10-17,2020,Fall 2022,24:00,11.62,0.178,0.00,40.29,9.06
10-18,2020,Fall 2022,01:00,11.68,0.178,0.00,39.15,9.03
10-18,2020,Fall 2022,02:00,11.72,0.178,0.00,39.30,9.01
10-18,2020,Fall 2022,03:00,11.82,0.177,0.00,39.15,9.00
10-18,2020,Fall 2022,04:00,11.93,0.177,0.00,39.43,9.02
10-18,2020,Fall 2022,05:00,11.65,0.177,0.00,41.37,9.06
10-18,2020,Fall 2022,06:00,11.55,0.177,0.00,42.72,9.09
10-18,2020,Fall 2022,07:00,11.74,0.177,0.00,42.72,9.13
10-18,2020,Fall 2022,08:00,11.62,0.177,0.00,46.34,9.19
10-18,2020,Fall 2022,09:00,10.92,0.177,0.00,56.28,9.24
10-18,2020,Fall 2022,10:00,10.71,0.177,0.00,63.17,9.30
10-18,2020,Fall 2022,11:00,10.34,0.177,0.00,64.26,9.40
10-18,2020,Fall 2022,12:00,11.04,0.177,0.00,61.03,9.55
10-18,2020,Fall 2022,13:00,11.85,0.177,0.00,56.13,9.88
10-18,2020,Fall 2022,14:00,12.06,0.177,0.00,58.01,10.19
10-18,2020,Fall 2022,15:00,11.68,0.177,0.00,62.63,10.35
10-18,2020,Fall 2022,16:00,10.86,0.177,0.00,68.11,10.46
10-18,2020,Fall 2022,17:00,7.29,0.178,0.76,92.10,10.40
10-18,2020,Fall 2022,18:00,6.28,0.181,1.78,95.80,10.17
10-18,2020,Fall 2022,19:00,5.69,0.186,1.27,96.00,9.83
10-18,2020,Fall 2022,20:00,5.28,0.188,0.25,96.00,9.51
10-18,2020,Fall 2022,21:00,5.18,0.188,0.00,96.20,9.24
10-18,2020,Fall 2022,22:00,5.10,0.188,0.00,96.80,9.02
10-18,2020,Fall 2022,23:00,4.86,0.188,0.00,96.10,8.81
10-18,2020,Fall 2022,24:00,4.47,0.187,0.00,94.90,8.59
10-19,2020,Fall 2022,01:00,3.95,0.187,0.00,96.00,8.34
10-19,2020,Fall 2022,02:00,3.47,0.187,0.00,97.20,8.07
10-19,2020,Fall 2022,03:00,3.49,0.187,0.00,98.10,7.85
10-19,2020,Fall 2022,04:00,3.54,0.187,0.00,98.30,7.69
10-19,2020,Fall 2022,05:00,3.44,0.187,0.00,98.40,7.59
10-19,2020,Fall 2022,06:00,3.21,0.186,0.00,98.70,7.50
10-19,2020,Fall 2022,07:00,3.19,0.186,0.00,98.80,7.39
10-19,2020,Fall 2022,08:00,3.27,0.186,0.00,98.60,7.28
10-19,2020,Fall 2022,09:00,3.29,0.186,0.00,98.20,7.19
10-19,2020,Fall 2022,10:00,3.87,0.187,0.00,93.80,7.20
10-19,2020,Fall 2022,11:00,4.85,0.187,0.00,83.60,7.43
10-19,2020,Fall 2022,12:00,6.08,0.188,0.00,74.48,8.02
10-19,2020,Fall 2022,13:00,7.25,0.188,0.00,68.75,8.94
10-19,2020,Fall 2022,14:00,7.73,0.189,0.00,65.88,9.89
10-19,2020,Fall 2022,15:00,8.48,0.189,0.00,62.04,10.55
10-19,2020,Fall 2022,16:00,8.89,0.189,0.00,60.07,11.28
10-19,2020,Fall 2022,17:00,8.45,0.188,0.00,63.61,11.45
10-19,2020,Fall 2022,18:00,8.23,0.187,0.00,65.53,11.14
10-19,2020,Fall 2022,19:00,7.79,0.187,0.00,62.09,10.77
10-19,2020,Fall 2022,20:00,5.75,0.189,1.27,78.46,10.28
10-19,2020,Fall 2022,21:00,4.46,0.195,0.51,90.40,9.78
10-19,2020,Fall 2022,22:00,4.41,0.195,0.25,93.60,9.38
10-19,2020,Fall 2022,23:00,4.41,0.195,0.00,93.40,9.11
10-19,2020,Fall 2022,24:00,4.39,0.194,0.00,93.70,8.88
10-20,2020,Fall 2022,01:00,4.44,0.196,0.25,94.90,8.72
10-20,2020,Fall 2022,02:00,4.23,0.197,0.25,96.50,8.57
10-20,2020,Fall 2022,03:00,4.26,0.196,0.00,97.30,8.41
10-20,2020,Fall 2022,04:00,3.99,0.196,0.00,97.40,8.28
10-20,2020,Fall 2022,05:00,3.07,0.195,0.00,97.90,8.02
10-20,2020,Fall 2022,06:00,2.50,0.194,0.00,98.40,7.69
10-20,2020,Fall 2022,07:00,2.48,0.194,0.00,98.50,7.36
10-20,2020,Fall 2022,08:00,2.24,0.194,0.00,96.50,7.05
10-20,2020,Fall 2022,09:00,1.85,0.193,0.00,97.20,6.73
10-20,2020,Fall 2022,10:00,3.00,0.194,0.00,95.10,6.56
10-20,2020,Fall 2022,11:00,5.30,0.194,0.00,83.50,6.98
10-20,2020,Fall 2022,12:00,7.09,0.195,0.00,74.81,8.07
10-20,2020,Fall 2022,13:00,7.84,0.195,0.00,71.23,9.32
10-20,2020,Fall 2022,14:00,8.67,0.195,0.00,66.04,10.15
10-20,2020,Fall 2022,15:00,9.59,0.195,0.00,61.96,10.79
10-20,2020,Fall 2022,16:00,9.79,0.194,0.00,62.62,11.30
10-20,2020,Fall 2022,17:00,9.83,0.194,0.00,63.25,11.32
10-20,2020,Fall 2022,18:00,9.69,0.193,0.00,65.71,11.09
10-20,2020,Fall 2022,19:00,9.17,0.192,0.00,70.40,10.73
10-20,2020,Fall 2022,20:00,9.11,0.192,0.00,70.37,10.31
10-20,2020,Fall 2022,21:00,8.95,0.191,0.00,73.38,9.95
10-20,2020,Fall 2022,22:00,8.86,0.191,0.00,74.14,9.72
10-20,2020,Fall 2022,23:00,8.21,0.194,1.02,83.30,9.52
10-20,2020,Fall 2022,24:00,7.69,0.200,0.51,93.60,9.37
10-21,2020,Fall 2022,01:00,8.54,0.201,0.00,97.10,9.27
10-21,2020,Fall 2022,02:00,9.56,0.205,4.83,98.60,9.29
10-21,2020,Fall 2022,03:00,10.65,0.208,0.25,98.40,9.43
10-21,2020,Fall 2022,04:00,11.32,0.210,0.25,98.70,9.64
10-21,2020,Fall 2022,05:00,12.02,0.211,0.00,97.90,9.87
10-21,2020,Fall 2022,06:00,11.99,0.211,0.00,96.40,10.09
10-21,2020,Fall 2022,07:00,11.70,0.212,0.00,97.40,10.26
10-21,2020,Fall 2022,08:00,11.38,0.213,0.00,95.70,10.36
10-21,2020,Fall 2022,09:00,10.69,0.213,0.00,90.60,10.40
10-21,2020,Fall 2022,10:00,9.97,0.213,0.00,84.90,10.34
10-21,2020,Fall 2022,11:00,9.54,0.213,0.00,82.80,10.24
10-21,2020,Fall 2022,12:00,9.42,0.214,0.00,81.10,10.18
10-21,2020,Fall 2022,13:00,10.08,0.215,0.00,78.02,10.29
10-21,2020,Fall 2022,14:00,11.53,0.216,0.00,68.97,10.80
10-21,2020,Fall 2022,15:00,12.29,0.217,0.00,64.60,11.82
10-21,2020,Fall 2022,16:00,13.08,0.217,0.00,60.65,12.56
10-21,2020,Fall 2022,17:00,12.92,0.217,0.00,60.12,12.82
10-21,2020,Fall 2022,18:00,12.73,0.217,0.00,60.17,12.65
10-21,2020,Fall 2022,19:00,11.19,0.216,0.00,66.39,12.36
10-21,2020,Fall 2022,20:00,7.63,0.214,0.00,85.70,11.79
10-21,2020,Fall 2022,21:00,6.54,0.214,0.00,93.90,11.13
10-21,2020,Fall 2022,22:00,8.34,0.214,0.00,85.30,10.63
10-21,2020,Fall 2022,23:00,8.97,0.216,0.25,85.90,10.38
10-21,2020,Fall 2022,24:00,8.48,0.216,0.00,89.00,10.28
10-22,2020,Fall 2022,01:00,8.21,0.215,0.00,91.30,10.19
10-22,2020,Fall 2022,02:00,8.01,0.216,0.00,93.50,10.12
10-22,2020,Fall 2022,03:00,7.94,0.218,1.27,90.30,10.06
10-22,2020,Fall 2022,04:00,7.55,0.221,0.00,95.50,9.95
10-22,2020,Fall 2022,05:00,7.47,0.222,1.27,96.70,9.86
10-22,2020,Fall 2022,06:00,7.17,0.229,2.79,97.00,9.70
10-22,2020,Fall 2022,07:00,6.83,0.242,6.60,98.00,9.42
10-22,2020,Fall 2022,08:00,6.27,0.263,4.57,98.10,9.18
10-22,2020,Fall 2022,09:00,6.52,0.271,2.03,98.50,9.01
10-22,2020,Fall 2022,10:00,6.96,0.272,5.08,98.90,8.92
10-22,2020,Fall 2022,11:00,7.83,0.277,4.32,99.00,8.88
10-22,2020,Fall 2022,12:00,8.80,0.278,2.03,99.00,9.02
10-22,2020,Fall 2022,13:00,9.16,0.272,0.51,98.80,9.30
10-22,2020,Fall 2022,14:00,9.60,0.265,0.00,99.10,9.61
10-22,2020,Fall 2022,15:00,10.40,0.261,0.00,99.40,9.87
10-22,2020,Fall 2022,16:00,11.32,0.258,0.00,99.50,10.19
10-22,2020,Fall 2022,17:00,12.07,0.256,0.00,99.60,10.56
10-22,2020,Fall 2022,18:00,12.93,0.255,0.00,99.60,10.91
10-22,2020,Fall 2022,19:00,13.33,0.253,0.00,99.60,11.18
10-22,2020,Fall 2022,20:00,13.69,0.253,0.00,99.70,11.35
10-22,2020,Fall 2022,21:00,14.00,0.252,0.00,99.70,11.49
10-22,2020,Fall 2022,22:00,14.29,0.252,0.00,99.70,11.64
10-22,2020,Fall 2022,23:00,14.64,0.251,0.00,99.50,11.75
10-22,2020,Fall 2022,24:00,15.62,0.251,0.00,96.40,11.81
10-23,2020,Fall 2022,01:00,16.05,0.250,0.00,95.00,11.87
10-23,2020,Fall 2022,02:00,16.52,0.250,0.00,93.00,11.90
10-23,2020,Fall 2022,03:00,16.40,0.249,0.00,93.40,11.94
10-23,2020,Fall 2022,04:00,17.47,0.249,0.00,89.20,11.96
10-23,2020,Fall 2022,05:00,17.88,0.249,0.00,87.00,12.08
10-23,2020,Fall 2022,06:00,17.99,0.249,0.00,85.70,12.24
10-23,2020,Fall 2022,07:00,17.97,0.249,0.00,85.70,12.41
10-23,2020,Fall 2022,08:00,17.97,0.248,0.00,86.10,12.58
10-23,2020,Fall 2022,09:00,18.72,0.248,0.00,84.10,12.72
10-23,2020,Fall 2022,10:00,19.49,0.248,0.00,82.50,13.02
10-23,2020,Fall 2022,11:00,20.20,0.249,0.00,81.10,13.56
10-23,2020,Fall 2022,12:00,20.36,0.249,0.00,81.40,14.10
10-23,2020,Fall 2022,13:00,20.50,0.249,0.00,81.70,14.52
10-23,2020,Fall 2022,14:00,20.98,0.249,2.03,79.21,14.85
10-23,2020,Fall 2022,15:00,17.17,0.262,3.81,93.50,15.10
10-23,2020,Fall 2022,16:00,18.39,0.268,0.00,91.60,15.27
10-23,2020,Fall 2022,17:00,17.74,0.266,0.00,86.80,15.55
10-23,2020,Fall 2022,18:00,12.81,0.263,0.00,87.40,15.38
10-23,2020,Fall 2022,19:00,10.93,0.261,0.00,84.40,14.76
10-23,2020,Fall 2022,20:00,8.99,0.258,0.00,82.70,14.01
10-23,2020,Fall 2022,21:00,7.79,0.255,0.00,82.60,13.26
10-23,2020,Fall 2022,22:00,6.96,0.253,0.00,84.30,12.53
10-23,2020,Fall 2022,23:00,6.33,0.252,0.00,82.80,11.91
10-23,2020,Fall 2022,24:00,5.65,0.251,0.00,83.20,11.37
10-24,2020,Fall 2022,01:00,4.94,0.249,0.00,80.50,10.88
10-24,2020,Fall 2022,02:00,3.93,0.247,0.00,82.90,10.31
10-24,2020,Fall 2022,03:00,2.92,0.245,0.00,84.80,9.68
10-24,2020,Fall 2022,04:00,2.20,0.244,0.00,85.70,9.08
10-24,2020,Fall 2022,05:00,1.66,0.243,0.00,87.60,8.54
10-24,2020,Fall 2022,06:00,1.47,0.242,0.00,89.30,8.06
10-24,2020,Fall 2022,07:00,1.05,0.241,0.00,90.70,7.70
10-24,2020,Fall 2022,08:00,0.41,0.239,0.00,94.00,7.32
10-24,2020,Fall 2022,09:00,0.67,0.239,0.00,93.60,6.94
10-24,2020,Fall 2022,10:00,2.29,0.239,0.00,86.10,6.78
10-24,2020,Fall 2022,11:00,3.75,0.239,0.00,76.86,7.22
10-24,2020,Fall 2022,12:00,5.08,0.239,0.00,66.58,8.16
10-24,2020,Fall 2022,13:00,6.01,0.239,0.00,61.39,9.32
10-24,2020,Fall 2022,14:00,6.72,0.239,0.00,57.38,10.39
10-24,2020,Fall 2022,15:00,7.12,0.239,0.00,54.08,11.43
10-24,2020,Fall 2022,16:00,7.05,0.239,0.00,53.96,12.01
10-24,2020,Fall 2022,17:00,7.15,0.238,0.00,53.44,11.77
10-24,2020,Fall 2022,18:00,6.97,0.237,0.00,55.00,11.52
10-24,2020,Fall 2022,19:00,6.02,0.236,0.00,60.39,11.16
10-24,2020,Fall 2022,20:00,5.32,0.235,0.00,65.21,10.58
10-24,2020,Fall 2022,21:00,4.50,0.234,0.00,69.06,10.08
10-24,2020,Fall 2022,22:00,2.28,0.233,0.00,82.70,9.51
10-24,2020,Fall 2022,23:00,0.87,0.232,0.00,91.10,8.91
10-24,2020,Fall 2022,24:00,-0.13,0.231,0.00,94.20,8.33
10-25,2020,Fall 2022,01:00,-0.37,0.230,0.00,96.20,7.80
10-25,2020,Fall 2022,02:00,-0.42,0.230,0.00,96.90,7.36
10-25,2020,Fall 2022,03:00,0.09,0.229,0.00,97.80,7.01
10-25,2020,Fall 2022,04:00,0.38,0.229,0.00,97.90,6.81
10-25,2020,Fall 2022,05:00,0.97,0.228,0.00,94.40,6.69
10-25,2020,Fall 2022,06:00,1.52,0.228,0.00,87.80,6.58
10-25,2020,Fall 2022,07:00,1.05,0.227,0.00,91.90,6.44
10-25,2020,Fall 2022,08:00,0.50,0.227,0.00,95.10,6.30
10-25,2020,Fall 2022,09:00,0.57,0.226,0.00,96.60,6.13
10-25,2020,Fall 2022,10:00,2.08,0.226,0.00,88.10,6.10
10-25,2020,Fall 2022,11:00,4.05,0.227,0.00,71.05,6.34
10-25,2020,Fall 2022,12:00,5.47,0.227,0.00,63.27,6.93
10-25,2020,Fall 2022,13:00,6.13,0.228,0.00,62.34,7.51
10-25,2020,Fall 2022,14:00,7.17,0.228,0.00,55.10,8.00
10-25,2020,Fall 2022,15:00,7.71,0.228,0.00,49.23,8.57
10-25,2020,Fall 2022,16:00,7.90,0.228,0.00,46.62,8.93
10-25,2020,Fall 2022,17:00,7.73,0.227,0.00,49.03,9.07
10-25,2020,Fall 2022,18:00,7.47,0.226,0.00,50.38,8.95
10-25,2020,Fall 2022,19:00,7.10,0.226,0.00,52.91,8.70
10-25,2020,Fall 2022,20:00,6.77,0.225,0.00,55.82,8.45
10-25,2020,Fall 2022,21:00,6.54,0.225,0.00,59.20,8.28
10-25,2020,Fall 2022,22:00,6.32,0.225,0.00,61.15,8.17
10-25,2020,Fall 2022,23:00,6.14,0.224,0.00,62.29,8.06
10-25,2020,Fall 2022,24:00,5.88,0.224,0.00,68.40,7.92
10-26,2020,Fall 2022,01:00,5.67,0.223,0.00,65.95,7.80
10-26,2020,Fall 2022,02:00,5.55,0.223,0.00,68.69,7.68
10-26,2020,Fall 2022,03:00,5.40,0.223,0.00,71.65,7.57
10-26,2020,Fall 2022,04:00,5.39,0.223,0.00,72.99,7.48
10-26,2020,Fall 2022,05:00,5.20,0.222,0.00,75.89,7.39
10-26,2020,Fall 2022,06:00,5.05,0.222,0.00,77.91,7.32
10-26,2020,Fall 2022,07:00,4.89,0.222,0.00,79.04,7.25
10-26,2020,Fall 2022,08:00,4.57,0.221,0.00,84.10,7.16
10-26,2020,Fall 2022,09:00,4.32,0.221,0.00,84.70,7.05
10-26,2020,Fall 2022,10:00,4.23,0.221,0.00,87.10,6.99
10-26,2020,Fall 2022,11:00,4.61,0.221,0.00,84.50,7.04
10-26,2020,Fall 2022,12:00,5.19,0.221,0.00,81.10,7.25
10-26,2020,Fall 2022,13:00,5.89,0.221,0.00,76.88,7.58
10-26,2020,Fall 2022,14:00,6.03,0.221,0.00,73.96,8.01
10-26,2020,Fall 2022,15:00,5.94,0.221,0.00,72.56,8.31
10-26,2020,Fall 2022,16:00,5.32,0.221,0.00,74.83,8.41
10-26,2020,Fall 2022,17:00,4.63,0.220,0.00,79.19,8.41
10-26,2020,Fall 2022,18:00,4.56,0.220,0.00,78.35,8.27
10-26,2020,Fall 2022,19:00,4.56,0.219,0.00,79.75,8.08
10-26,2020,Fall 2022,20:00,4.56,0.219,0.00,80.70,7.84
10-26,2020,Fall 2022,21:00,4.26,0.218,0.00,81.50,7.60
10-26,2020,Fall 2022,22:00,3.92,0.218,0.00,82.60,7.37
10-26,2020,Fall 2022,23:00,3.82,0.218,0.00,77.76,7.18
10-26,2020,Fall 2022,24:00,3.62,0.217,0.00,79.07,7.01
10-27,2020,Fall 2022,01:00,3.32,0.217,0.00,83.10,6.86
10-27,2020,Fall 2022,02:00,3.13,0.217,0.00,86.40,6.72
10-27,2020,Fall 2022,03:00,2.98,0.216,0.00,87.80,6.62
10-27,2020,Fall 2022,04:00,2.89,0.216,0.00,88.60,6.55
10-27,2020,Fall 2022,05:00,2.85,0.216,0.00,89.70,6.47
10-27,2020,Fall 2022,06:00,2.80,0.216,0.00,90.40,6.42
10-27,2020,Fall 2022,07:00,2.85,0.216,0.00,90.90,6.38
10-27,2020,Fall 2022,08:00,2.89,0.215,0.00,91.50,6.35
10-27,2020,Fall 2022,09:00,2.81,0.215,0.00,92.70,6.30
10-27,2020,Fall 2022,10:00,2.97,0.215,0.00,92.50,6.29
10-27,2020,Fall 2022,11:00,3.19,0.215,0.00,90.30,6.33
10-27,2020,Fall 2022,12:00,3.44,0.216,0.00,88.60,6.45
10-27,2020,Fall 2022,13:00,3.11,0.218,0.76,92.00,6.60
10-27,2020,Fall 2022,14:00,2.54,0.222,1.02,95.30,6.68
10-27,2020,Fall 2022,15:00,2.55,0.224,0.25,96.10,6.73
10-27,2020,Fall 2022,16:00,2.64,0.225,0.51,96.30,6.78
10-27,2020,Fall 2022,17:00,2.62,0.228,0.76,96.50,6.77
10-27,2020,Fall 2022,18:00,2.64,0.229,0.00,96.20,6.73
10-27,2020,Fall 2022,19:00,2.59,0.228,0.00,96.80,6.67
10-27,2020,Fall 2022,20:00,2.44,0.228,0.00,97.10,6.54
10-27,2020,Fall 2022,21:00,2.26,0.228,0.00,97.30,6.39
10-27,2020,Fall 2022,22:00,2.37,0.227,0.00,97.70,6.26
10-27,2020,Fall 2022,23:00,2.63,0.227,0.00,97.80,6.17
10-27,2020,Fall 2022,24:00,2.85,0.227,0.00,97.50,6.13
10-28,2020,Fall 2022,01:00,2.93,0.227,0.00,97.30,6.08
10-28,2020,Fall 2022,02:00,3.00,0.227,0.00,97.20,6.03
10-28,2020,Fall 2022,03:00,3.15,0.226,0.00,97.20,5.99
10-28,2020,Fall 2022,04:00,3.27,0.226,0.00,96.60,5.94
10-28,2020,Fall 2022,05:00,3.30,0.226,0.00,96.30,5.86
10-28,2020,Fall 2022,06:00,3.37,0.226,0.00,93.70,5.80
10-28,2020,Fall 2022,07:00,2.42,0.225,0.00,95.80,5.72
10-28,2020,Fall 2022,08:00,1.51,0.224,0.00,97.10,5.44
10-28,2020,Fall 2022,09:00,1.54,0.224,0.00,95.60,5.10
10-28,2020,Fall 2022,10:00,2.88,0.225,0.00,87.60,4.93
10-28,2020,Fall 2022,11:00,4.68,0.225,0.00,73.04,5.33
10-28,2020,Fall 2022,12:00,6.43,0.226,0.00,58.57,6.22
10-28,2020,Fall 2022,13:00,7.99,0.226,0.00,50.87,7.38
10-28,2020,Fall 2022,14:00,9.47,0.226,0.00,44.75,8.59
10-28,2020,Fall 2022,15:00,10.68,0.226,0.00,38.90,9.69
10-28,2020,Fall 2022,16:00,11.36,0.226,0.00,37.06,10.40
10-28,2020,Fall 2022,17:00,11.23,0.225,0.00,37.76,10.38
10-28,2020,Fall 2022,18:00,10.17,0.225,0.00,43.27,10.12
10-28,2020,Fall 2022,19:00,8.77,0.224,0.00,47.73,9.66
10-28,2020,Fall 2022,20:00,7.49,0.223,0.00,54.38,9.07
10-28,2020,Fall 2022,21:00,6.37,0.222,0.00,60.82,8.55
10-28,2020,Fall 2022,22:00,5.84,0.221,0.00,63.44,8.12
10-28,2020,Fall 2022,23:00,5.38,0.221,0.00,65.64,7.76
10-28,2020,Fall 2022,24:00,5.10,0.221,0.00,70.28,7.48
10-29,2020,Fall 2022,01:00,5.12,0.220,0.00,71.82,7.26
10-29,2020,Fall 2022,02:00,4.83,0.220,0.00,74.38,7.07
10-29,2020,Fall 2022,03:00,3.35,0.220,0.00,88.10,6.91
10-29,2020,Fall 2022,04:00,3.37,0.219,0.00,87.90,6.76
10-29,2020,Fall 2022,05:00,2.91,0.219,0.00,91.60,6.63
10-29,2020,Fall 2022,06:00,2.95,0.219,0.00,92.20,6.50
10-29,2020,Fall 2022,07:00,3.47,0.219,0.00,88.80,6.40
10-29,2020,Fall 2022,08:00,4.05,0.219,0.00,83.90,6.30
10-29,2020,Fall 2022,09:00,4.33,0.219,0.00,79.80,6.20
10-29,2020,Fall 2022,10:00,4.50,0.219,0.00,79.97,6.11
